,PlotID,Trial,ID,Red,Green,Blue,RedEdge,NIR,BI,GLI,NGRDI,VARI,BGI,NDVI,QGIS_range,QGIS_rows,corrected_plot,Pedigree
0,721,1,1,0.0235317776425178,0.0451114283818337,0.0290558852093453,0.0792015660194034,0.28850050450825,0.0341706673111376,0.281234274982658,0.327763875383376,0.585999030448038,0.632959980277125,0.858695372433495,25,1,1471,W10004_0087 X PHP02
1,722,1,2,0.0175099089864688,0.033299515271562,0.0240355102233915,0.0600908217395709,0.233518286639461,0.0261862998345714,0.275053135547478,0.340481462007603,0.641398840025646,0.671644185934605,0.867949316657977,25,2,1472,PHG39 X PHN82
2,723,1,3,0.0200067910696289,0.0395940355170752,0.025623028612969,0.0734340287582105,0.285374153166738,0.0298913041928077,0.277141041224981,0.340639707436714,0.653816300323931,0.659409402284521,0.879965774772938,25,3,1473,W10004_0134 X PHP02
3,724,1,4,0.0225353095602196,0.0433906547250343,0.0291732362100081,0.0780532409326779,0.307857404975936,0.0331731238471396,0.271431255449621,0.336317421793913,0.627569273440341,0.664128433478634,0.876473211055772,25,4,1474,W10004_0935 X PHP02
4,725,1,5,0.0227440725959635,0.0424804560914295,0.0318734807714557,0.0751156853402074,0.286082217538679,0.0337712773092524,0.244382564258615,0.317880231386291,0.631087692526441,0.715733015030192,0.866349354201998,25,5,1475,W10004_1118 X PHP02
5,726,1,6,0.0248806959021008,0.0494896901198368,0.0325039951016334,0.0906290660076614,0.385881105323017,0.0374333500633506,0.283274928549024,0.350736966238628,0.67607684735278,0.65107764187219,0.888830554069706,25,6,1476,W10004_0498 X PHP02
6,727,1,7,0.028324389815934,0.0567235372673248,0.0374229692585806,0.108104193071343,0.420450862120546,0.0428453073741447,0.279686928772019,0.353104774289158,0.669045313282234,0.661436945861558,0.88785701641767,25,7,1477,W10004_0713 X PHP02
7,728,1,8,0.0289142714219485,0.0583844391636072,0.0361254083288536,0.104409788633566,0.420369918045803,0.0433922960313991,0.289743507010481,0.349366266781129,0.631128253760598,0.635216575424801,0.880768370143377,25,8,1478,W10004_0129 X PHP02
8,729,1,9,0.0265445719089346,0.0516632189108763,0.0352760137615024,0.0927967169543366,0.374019663633051,0.0396637697460162,0.267984338160036,0.336170310339811,0.638187420670553,0.675849372853886,0.874759971567614,25,9,1479,W10004_0798 X PHP02
9,730,1,10,0.0255968933335417,0.0548907339852788,0.0327022239025591,0.102670922437666,0.431761462856932,0.0401617716762997,0.323538714999655,0.386046837049166,0.686217914034296,0.596779777197838,0.896633984685931,25,10,1480,B37 X H95
10,731,1,11,0.0267438291266503,0.055387965486118,0.036269715807144,0.107064684283182,0.423998406492421,0.0415461843475218,0.283309339011545,0.364876641219418,0.693883028962987,0.665866732281531,0.890749414865757,25,11,1481,W10004_0053 X PHP02
