,PlotID,Trial,ID,Red,Green,Blue,RedEdge,NIR,BI,GLI,NGRDI,VARI,BGI,NDVI,QGIS_range,QGIS_rows,corrected_plot,Pedigree
0,721,1,1,0.234816195203341,0.310102704983811,0.367410105549972,0.426891769720602,0.480881781651443,0.309064821421268,0.0150920846208681,0.141059787807458,0.446883612714809,1.18897602664962,0.349476167724483,25,1,1471,W10004_0087 X PHP02
1,722,1,2,0.228722817747215,0.299454282842405,0.361875223628178,0.412313383225879,0.466447984959557,0.301748424303149,0.0076432403600932,0.136958006861629,0.448334682921183,1.21137734242701,0.347697444938911,25,2,1472,PHG39 X PHN82
2,723,1,3,0.213205887966803,0.279635626842764,0.343016118293165,0.390135006674415,0.453076263663686,0.283782608641439,0.0050211415335103,0.138270856426209,0.460510001275475,1.22582789172051,0.364874354309124,25,3,1473,W10004_0134 X PHP02
3,724,1,4,0.199696540650185,0.262076971477804,0.323762758433379,0.36877805463774,0.437352307744978,0.266845311346995,0.0028625318118865,0.137632771125296,0.463477252569144,1.23351302468957,0.37700238944605,25,4,1474,W10004_0935 X PHP02
4,725,1,5,0.208132916352396,0.274568761755806,0.3417806068264,0.38606148192386,0.448074699967603,0.280355757996814,0.0008698389082475,0.140406949603321,0.490075249836171,1.24568918210197,0.371069646034233,25,5,1475,W10004_1118 X PHP02
5,726,1,6,0.200238722680581,0.267573428308118,0.334318934368089,0.378936839581529,0.44419782549849,0.273115656570441,0.0031017085977776,0.146559995078325,0.520251271733387,1.24749621388207,0.384379637704993,25,6,1476,W10004_0498 X PHP02
6,727,1,7,0.200242015281905,0.26808637989451,0.331714494601862,0.380885483994191,0.452274176316074,0.272254527219264,0.0069085249721414,0.147962025853084,0.512088489267962,1.2348909390657,0.390345365930802,25,7,1477,W10004_0713 X PHP02
7,728,1,8,0.192289796319668,0.257846868279846,0.32175095814501,0.370155117326779,0.440663489710746,0.262871025561612,0.0042485514623906,0.148146849552765,0.521287478986679,1.2457462985279,0.395886093365664,25,8,1478,W10004_0129 X PHP02
8,729,1,9,0.203441072696288,0.273387292768944,0.340942090147234,0.392029474388269,0.457762132133167,0.278494890878806,0.0043683959591501,0.148607699111764,0.526175760259791,1.24511115576549,0.388588047147546,25,9,1479,W10004_0798 X PHP02
9,730,1,10,0.21151759864491,0.284995917290717,0.355106348956399,0.406439833111075,0.479481486800274,0.290125645765509,0.00604380525499,0.151697131709011,0.543141028866685,1.24465968513817,0.396005682738457,25,10,1480,B37 X H95
10,731,1,11,0.205255863169595,0.273630084005275,0.344102198492405,0.389635961279643,0.45686686414995,0.28026095188391,-0.0010375922588101,0.144862276965101,0.526928582940923,1.25918479290583,0.384841301167068,25,11,1481,W10004_0053 X PHP02
11,732,1,12,0.198944060486677,0.266230822187318,0.337492246788966,0.384684165187156,0.45143280094432,0.273615086975596,-0.0032559757503605,0.146651625341121,0.551143832743099,1.27106142823978,0.394498756156574,25,12,1482,W10004_0220 X PHP02
12,733,1,13,0.206791420727965,0.278933392065334,0.355855264315345,0.40552963875821,0.48156271902889,0.287214132926505,-0.0035316552878943,0.150633042583526,0.580527295716073,1.2785372859872,0.404824356657233,25,13,1483,W10004_0292 X PHP02
13,734,1,14,0.21258038105034,0.283931735167098,0.358607953679125,0.403794781692884,0.471215660847289,0.291358662066856,-0.0024842590154466,0.146020089027804,0.550185567069555,1.26652310088049,0.384488396343264,25,14,1484,B37 X MO17
14,735,1,15,0.191627624817301,0.258625315571507,0.328184309882903,0.375317207994562,0.442515676873379,0.265607129716567,-0.0006671081378604,0.151459251731833,0.605908484085154,1.26936183123487,0.400994136770563,25,15,1485,W10004_0932 X PHP02
15,736,1,16,0.188338235938203,0.259262777586928,0.325442210715735,0.379161509003774,0.455722216427636,0.264125231064948,0.0086822036901885,0.162022566111431,0.665306999775792,1.25178684814875,0.421012586182536,25,16,1486,W10004_0818 X PHP02
16,737,1,17,0.211523495039127,0.28706731325764,0.363914426958784,0.412739123265014,0.482798938915049,0.294332414873087,-3.08143997074148e-05,0.153645673338905,0.584102047882238,1.26911495578492,0.394954295539455,25,17,1487,W10004_0938 X PHP02
17,738,1,18,0.189400338465399,0.260753059239716,0.334200348331393,0.388351741713447,0.463292172321969,0.268255338672084,0.0001481663747231,0.160433990700584,0.653235769054747,1.27969286525865,0.422965317148651,25,18,1488,W10004_0076 X PHP02
18,739,1,19,0.228726806113895,0.299935931062263,0.368079503650266,0.417244939518728,0.476453482410019,0.304612489632756,0.0051445494875123,0.137654997786702,0.460882541561421,1.22689373554553,0.356046979173563,25,19,1489,W10004_0803 X PHP02
19,740,1,20,0.229934735236997,0.302830281314794,0.375684236968222,0.424184462596043,0.491726252423701,0.308895199909479,0.0018630822072193,0.138856028108807,0.479508654042105,1.24071305563991,0.365243284538436,25,20,1490,W10004_0078 X PHP02
20,741,1,21,0.223038697845468,0.301655301463194,0.380552770892221,0.436064640009425,0.510456671613594,0.308822671171168,0.002374961782197,0.153151051001218,0.5764465828682,1.26069244009919,0.396064031882417,25,21,1491,W10004_0892 X PHP02
21,742,1,22,0.184748321152001,0.261239477161005,0.337813423001013,0.400578906605779,0.4877223473428,0.268950527057617,0.0033949123967837,0.174173266575346,0.734254738459181,1.28991857785944,0.453595238570192,25,22,1492,W10004_0213 X PHP02
22,743,1,23,0.203065554607567,0.286862867298832,0.369467132148082,0.428633080949791,0.511969247649329,0.294668378005053,0.0040835677031651,0.173942733825997,0.723776705849667,1.28560852068376,0.436278275663659,25,23,1493,W10004_0306 X PHP02
23,744,1,24,0.182841748016217,0.260181709244756,0.340829609866238,0.396868174767465,0.484396056144562,0.269311719285029,-0.0009028981451364,0.176746328956311,0.779570984848021,1.30823844807016,0.455064318891115,25,24,1494,W10004_0970 X PHP02
24,745,1,25,0.197733842214117,0.279118768988488,0.353544439719205,0.416823706894593,0.504131895818708,0.284339797847462,0.0108417864383967,0.174629237395125,0.686721903488365,1.26163853252636,0.440699917108922,25,25,1495,W10004_0042 X PHP02
25,746,1,26,0.185913549926919,0.265993619135193,0.345586419884112,0.405198605866496,0.485056662367359,0.273967779455101,0.0034516674196664,0.179966019144743,0.788114992577742,1.29668176604763,0.449627152339125,25,26,1496,W10004_0116 X PHP02
26,747,1,27,0.217855421681017,0.303293831133926,0.37863056856355,0.440556473966033,0.53099087692955,0.307393811523645,0.0138735265836586,0.168398375523017,0.619570080562954,1.2412416705913,0.422623993033125,25,27,1497,LH195 X TX779
27,748,1,28,0.2184934126075,0.295386146501512,0.362033584905143,0.421225609744747,0.510793426159604,0.298219263070964,0.0136594452531028,0.154888353304566,0.528992170045005,1.22216483000792,0.404331118676539,25,28,1498,F42 X MO17
28,749,1,29,0.230012162038211,0.30780707981478,0.385930474466689,0.434008406367719,0.514968344537932,0.314681507343573,0.0012390765500512,0.147372150260016,0.534041983742608,1.25578597681838,0.385680937050816,25,29,1499,W10004_0664 X PHP02
29,750,1,30,0.25249969157348,0.336178646270524,0.417456481811497,0.461684293435406,0.541163922986847,0.342376843380916,0.0031368072681265,0.14480617408511,0.511190839125773,1.24488564632234,0.367600188178585,25,30,1500,F42 X H95
30,720,1,31,0.230352524516135,0.305756355488285,0.358419689220488,0.423683439603758,0.4843214330848,0.3029665627571,0.0218973952715932,0.144358807382088,0.437392034545319,1.16982151046771,0.360146976373997,24,1,1470,W10004_0035 X PHP02
31,719,1,32,0.22772155711611,0.299307960877179,0.356914266197743,0.412831706764183,0.472557530770748,0.299532260916198,0.0145260444994869,0.139701962437768,0.436960118371419,1.19066914424507,0.354958974456925,24,2,1469,W10004_1084 X PHP02
32,718,1,33,0.226260469813181,0.294471591110421,0.354887027873722,0.404239251180918,0.467650730298785,0.296783784785424,0.0107608344888025,0.135992024506744,0.429319883196926,1.20097302123989,0.354440388848885,24,3,1468,W10004_0059 X PHP02
33,717,1,34,0.197343656433603,0.259033205343772,0.321305242652955,0.364718032333115,0.431088397382577,0.264255506320889,0.001448051813767,0.137765706560735,0.469683266147386,1.23915184056003,0.376349440091596,24,4,1467,2369 X LH123HT
34,716,1,35,0.192568312895872,0.256437407984183,0.32208125404243,0.366726101971391,0.431782380398275,0.262541616788497,-0.0003336946102303,0.143889495491519,0.513713389744315,1.25563719986438,0.38652355560426,24,5,1466,W10004_0071 X PHP02
35,715,1,36,0.202538461850942,0.270649009869227,0.337616421514097,0.381548714544791,0.446018927307826,0.276031201759499,0.0036345174316995,0.146631081851322,0.516110370978568,1.24567372064816,0.380653029412599,24,6,1465,W10004_1020 X PHP02
36,714,1,37,0.202694193991617,0.269822352785712,0.336402816229316,0.380101128397764,0.446338855906842,0.275272529102827,0.0025467433692177,0.145096720348062,0.509969284249746,1.24639427342232,0.38039178576365,24,7,1464,LOCAL_CHECK
37,713,1,38,0.193250004025009,0.258553951532525,0.326023537800183,0.371453309976938,0.439478539182532,0.265004361338709,-0.0001181371320062,0.146455446996076,0.527262394303628,1.25893204481224,0.392080503420211,24,8,1463,W10004_1037 X PHP02
38,712,1,39,0.200469557257222,0.270544897867826,0.339680367154665,0.388539544365632,0.453947765590376,0.276329327061317,0.0030889833993321,0.15052167096344,0.543862887036295,1.2534989721647,0.39084875122348,24,9,1462,W10004_1004 X PHP02
39,711,1,40,0.202267874708471,0.27376395098486,0.341774124927095,0.394027626830102,0.472123066835791,0.278773373588908,0.007172609882193,0.153942518705252,0.552234818467593,1.24473740546616,0.406411189814531,24,10,1461,W10004_0832 X PHP02
40,710,1,41,0.19479004563357,0.260976201580424,0.328123757517885,0.375946754494195,0.447987031638986,0.267092902481334,0.0016856881993216,0.14767746149331,0.532232874704401,1.25461640640546,0.397552605969737,24,11,1460,W10004_0612 X PHP02
41,709,1,42,0.200627099772325,0.267280317649199,0.340337986064901,0.387145446807917,0.454084045989574,0.275513170364593,-0.0049264467143592,0.144150110730351,0.536966664892511,1.27404472334872,0.391875804789211,24,12,1459,W10004_0969 X PHP02
42,708,1,43,0.20487660405157,0.273900405887012,0.348609909921574,0.397341907226672,0.474525031807634,0.282126695140544,-0.0039995099072835,0.145817320379832,0.543976169030535,1.27343338496473,0.400189445397647,24,13,1458,W10004_0079 X PHP02
43,707,1,44,0.188608283809933,0.255571339704362,0.320960501608792,0.370882351309716,0.444184578853552,0.26094872658064,0.0046265417117907,0.153740782418864,0.562994082753673,1.25288064366369,0.407675570816619,24,14,1457,W10004_0171 X PHP02
44,706,1,45,0.179601944450771,0.245455552422258,0.3134557941751,0.360673095033041,0.430224444471362,0.2523773710794,4.53484131570564e-05,0.157328057856129,0.621326241030356,1.27528460769374,0.414752927549628,24,15,1456,LH74 X PHN82
45,705,1,46,0.198777237303802,0.272220350411503,0.346901046568029,0.394502337102292,0.461159956771273,0.279495344815621,0.0002054118907434,0.158135132277821,0.631176106898189,1.27596238369849,0.403135109323279,24,16,1455,W10004_0953 X PHP02
46,704,1,47,0.191985108816486,0.265063730503001,0.33645141055123,0.38928805108902,0.465327454949163,0.271237507320729,0.0049334146495886,0.163023328973391,0.628129158416089,1.26569917799735,0.419259291744931,24,17,1454,W10004_0685 X PHP02
47,703,1,48,0.189192930978796,0.258856165080467,0.329420031351698,0.380243671985348,0.448586471323567,0.265589147524946,0.0008604182385253,0.158151209046104,0.616439982047679,1.27272701594426,0.412469911448455,24,18,1453,W10004_0203 X PHP02
