,PlotID,Trial,ID,Red,Green,Blue,RedEdge,NIR,BI,GLI,NGRDI,VARI,BGI,NDVI,QGIS_range,QGIS_rows,corrected_plot,Pedigree
0,721,1,1,0.189483076241201,0.243069197198384,0.308713294890924,0.339378484838123,0.402455741336187,0.251976375657798,-0.012521028222327,0.126314413792768,0.464965899023811,1.27645859384549,0.366891342571463,25,1,1471,W10004_0087 X PHP02
1,722,1,2,0.18385187096363,0.235174987350231,0.299361303673779,0.328251072204656,0.38628532892214,0.244160778201003,-0.0137520252841645,0.124275500678494,0.451045850439045,1.27719576794293,0.360424112803221,25,2,1472,PHG39 X PHN82
2,723,1,3,0.187179715859317,0.239746203197471,0.303936919779433,0.334256634447166,0.396939868886674,0.248343432672028,-0.0112856482784549,0.125213998508761,0.444927329292087,1.26920077938078,0.363940014746879,25,3,1473,W10004_0134 X PHP02
3,724,1,4,0.200069551053417,0.255102236725201,0.324010634329851,0.355796945152856,0.420572358207432,0.264716458681138,-0.0124337631193814,0.122846862510337,0.432769366186328,1.27053866850776,0.359515433502526,25,4,1474,W10004_0935 X PHP02
4,725,1,5,0.191716442470631,0.245982965016509,0.313992823131405,0.345377680915732,0.401921729001688,0.255602059021504,-0.0133051158287107,0.126289489430483,0.459381594570766,1.27921352554728,0.35979767619402,25,5,1475,W10004_1118 X PHP02
5,726,1,6,0.186383978710132,0.239232578391219,0.304675497999367,0.334189799830997,0.393945685888294,0.24828841052318,-0.0119084702742638,0.126604828099125,0.455524727603752,1.2743728842936,0.362880682209895,25,6,1476,W10004_0498 X PHP02
6,727,1,7,0.194516665365407,0.24998250925781,0.317021412290565,0.35054908662902,0.415886300204538,0.258859780716953,-0.0101580756520932,0.126920670439185,0.449633339555743,1.26858343145768,0.367012216678345,25,7,1477,W10004_0713 X PHP02
7,728,1,8,0.186024868588813,0.240513421939956,0.308425162444946,0.34227129461857,0.402233709829943,0.250156113598722,-0.0126217009450501,0.12927246600905,0.471781017605358,1.28226298823751,0.370847417632627,25,8,1478,W10004_0129 X PHP02
8,729,1,9,0.178753753684684,0.231028584182214,0.290666704183813,0.326216019688346,0.386778102509375,0.238010100662329,-0.006955215632216,0.129699257657512,0.455712313987113,1.25880988732809,0.372414948538893,25,9,1479,W10004_0798 X PHP02
9,730,1,10,0.187005606688714,0.239795880809124,0.299254979640665,0.33470527367434,0.395799612036882,0.24644896153009,-0.0057481662632997,0.127183053831546,0.439193273895334,1.25043763439851,0.365221568156313,25,10,1480,B37 X H95
10,731,1,11,0.195664552057948,0.249078907672203,0.316161086346989,0.349283966556227,0.413087175233211,0.258465333427869,-0.0134492636021757,0.122021060656047,0.433431974990668,1.27290791875889,0.362216099045477,25,11,1481,W10004_0053 X PHP02
11,732,1,12,0.186816021365798,0.238022063251068,0.303074045620916,0.335083943745293,0.39257213005261,0.247342503055206,-0.0143073579204579,0.122574465166827,0.440165606670798,1.27744694608545,0.360645939102591,25,12,1482,W10004_0220 X PHP02
12,733,1,13,0.177556272329298,0.227640216881914,0.289349251759615,0.320867072510337,0.381368259669568,0.236063772343454,-0.0122106710776044,0.126019108090993,0.453173052090363,1.27403414108747,0.370293207464912,25,13,1483,W10004_0292 X PHP02
