"PlotID","Trial","ID","Red","Green","Blue","RedEdge","NIR","BI","GLI","NGRDI","VARI","BGI","NDVI"
"616","1",1,0.0649202436349415,0.104492798853086,0.114197011093411,0.16505449480975,0.265739887546526,0.0977389205725483,0.109083130653662,0.250410725878271,0.745144938292453,1.04553243108004,0.611835341864017
"615","1",2,0.0643264452490366,0.101685050155823,0.113665610232757,0.161314119799939,0.25179345743359,0.0962169594596367,0.0911758969994309,0.237851334702424,0.732774134100808,1.08210096397878,0.596055313746425
"614","1",3,0.0607368908207395,0.0994406805563357,0.106613059656487,0.158545887494675,0.262655169336905,0.0919946408321104,0.115126381676487,0.258193507983878,0.745713109328037,1.03668270348843,0.623206575873562
"613","1",4,0.0538966311821409,0.0920910589559055,0.0931449725893736,0.150046692967393,0.26387853564253,0.0827111191181416,0.143026086005785,0.280329657211448,0.755556931640618,0.980654318257865,0.659030557618142
"612","1",5,0.0568935756790723,0.0958695194174329,0.0995902238949927,0.15697546767011,0.27268629567241,0.0873041151972473,0.136054349941264,0.274396981956551,0.76838779341017,0.99808250984338,0.65099834515225
"611","1",6,0.0516627319606226,0.0886235020529517,0.0895286119764584,0.147363189893218,0.259397853157375,0.0794533734176481,0.145675072803691,0.280378601521303,0.757717902426076,0.969516028695909,0.668312390294904
"610","1",7,0.0563910789553517,0.0991696606117725,0.098236657675437,0.163013811014104,0.292251937633054,0.0880589135538649,0.166238096465578,0.298724980185257,0.771014097462365,0.936948048557712,0.677976872681347
"609","1",8,0.0612003068868321,0.103966451741949,0.106348838116312,0.167273887321782,0.289925437968443,0.0937830462774166,0.150423326506727,0.285508409355575,0.747501478073275,0.961015815372986,0.660989724323667
"608","1",9,0.0735281030780817,0.117119165595562,0.129389288728699,0.182242996511303,0.294208123762873,0.110059977559516,0.114725414608285,0.25814331306228,0.739484522223933,1.03560987350538,0.613788981016692
"607","1",10,0.0741634475214869,0.116881703668859,0.132341829864179,0.18079656263138,0.274184242741816,0.111099383203982,0.0868158776654567,0.239232964084211,0.74437582905557,1.09414187885729,0.579280123975105
"606","1",11,0.068889638949059,0.114647163239284,0.120541889017285,0.1805022928113,0.293267999311889,0.104976144898829,0.137616141084063,0.273511241663711,0.736377526562324,0.989538013609347,0.628491937159532
"605","1",12,0.0604274767828844,0.10382693674799,0.103506875832304,0.166555038163404,0.292078602013793,0.0926055139277111,0.163886323106031,0.291197670928303,0.731487375970635,0.931956730896566,0.66500580557742
"604","1",13,0.060619844093849,0.100116890808563,0.105041828048791,0.159517095202716,0.284948067729195,0.0916649542924621,0.140269271903687,0.273390193229793,0.732972303863948,0.97959124758507,0.656266429072492
"603","1",14,0.0584981229301745,0.0976556854218912,0.100563506388549,0.156542625434416,0.279994706560784,0.0886052360011402,0.144209569982706,0.276447505217853,0.73066508067798,0.972408387381089,0.655045194550555
"602","1",15,0.0555071802543325,0.0968936308960507,0.094514029741202,0.156945047341672,0.281904024962627,0.0855945111498967,0.166698748483456,0.294498472572785,0.740031619993259,0.931852437360108,0.669036044713076
"601","1",16,0.0620664385317831,0.103987135173526,0.108023337722983,0.164516740984203,0.275924948410948,0.0946533726229005,0.136667779451703,0.27050539359702,0.73085959630635,0.986919584825333,0.634005902584561
