"PlotID","Trial","ID","Red","Green","Blue","RedEdge","NIR","BI","GLI","NGRDI","VARI","BGI","NDVI"
"616","1",1,0.145181152434396,0.211440599023227,0.247912682248008,0.300579667127889,0.389356246470732,0.206753873144758,0.059837709509995,0.202151255945772,0.622235855468486,1.13942448025542,0.468445899427104
"615","1",2,0.147568097863567,0.212083356449075,0.252644093982648,0.300520976426111,0.377651117355488,0.209056753075622,0.0410993339396351,0.186676520590526,0.609901592512322,1.17089268078274,0.445006226014017
"614","1",3,0.141479753522725,0.20519824639087,0.240532202131452,0.291688597261636,0.37877946160783,0.200575487734932,0.0557881304278639,0.19770670542457,0.612252791976842,1.14009815251196,0.46639910763788
"613","1",4,0.139872095893071,0.205185760391452,0.236573099196906,0.294406318330932,0.392117041657067,0.198865840472263,0.0717358576480846,0.21208529907401,0.626766064469078,1.11167365904411,0.4903721686916
"612","1",5,0.139045228976525,0.203348172479128,0.235730988591635,0.294058097857309,0.389757273165297,0.197650181679191,0.0693164255169687,0.208785523412145,0.621429788041277,1.11554256750838,0.490133893746851
"611","1",6,0.132205391656853,0.192661215167005,0.224544697788139,0.280150496127531,0.375419321350684,0.187704547273772,0.059379952524247,0.198824053788562,0.614102908280983,1.12909078355421,0.491452553785978
"610","1",7,0.12806685158921,0.191282815744855,0.218081186503882,0.280561496668614,0.388411701212445,0.18403262646101,0.0846439495445841,0.223313695826023,0.646703124147989,1.08758976149872,0.520226818319046
"609","1",8,0.136865608634198,0.201463915372328,0.233950834297629,0.29194470302735,0.393598029153264,0.195734176394452,0.0677923713057648,0.209894017138315,0.635752432581878,1.12021315712387,0.498632359481934
"608","1",9,0.140436973150175,0.2033590944709,0.241921930195171,0.291652378350398,0.379213569044808,0.200145755861999,0.0496638258610941,0.195764238616422,0.628004315878509,1.15641511832957,0.471788610112386
"607","1",10,0.145413489484943,0.207708129398511,0.248106902895704,0.29420680358979,0.374825330270347,0.205133103514132,0.0379717107353952,0.184274932940974,0.602247400632829,1.17658061610651,0.448511734385239
"606","1",11,0.139902466902668,0.20568695812842,0.235091534700348,0.294502054002468,0.391258628001134,0.198502823752659,0.0754710483927452,0.213085046213885,0.609301879917329,1.1019054883959,0.488913768792185
"605","1",12,0.127213871626856,0.18966170177828,0.216263211146276,0.276578170810559,0.375984895438531,0.182471566237192,0.0802529006687629,0.218897647422464,0.640337545199117,1.09419345205837,0.51122824095702
"604","1",13,0.1217700788317,0.178616679573623,0.207018546259823,0.260194471048191,0.361273596312892,0.173414294160915,0.0678576471186597,0.206115697757791,0.622495914770971,1.11212919410733,0.509679508817832
"603","1",14,0.126814015648811,0.1852838447967,0.215413630673287,0.266643417548938,0.365791502040378,0.180287231437242,0.0666607005322187,0.207687300015027,0.626601954486066,1.12031176703171,0.500338911745692
